system,display_name,checkpoint_id,seed,split,label,ece,macro_pragmatic_ece,bin_count,temperature_scaling,prediction_file,prediction_file_sha256,config_hash,code_commit
phobert_pragmatic_finetune,PhoBERT pragmatic fine-tune,phobert_pragmatic_finetune,20260521,vipragsent_test,implicit_sentiment,0.16807098632157755,0.20808216924962855,10,False,runs/phobert_pragmatic_finetune/20260521/predictions.jsonl,856611652FF4B2B031FA90B49D511ACCFBE1847576384EF12777FE67192F6F56,fixture,fixture
phobert_pragmatic_finetune,PhoBERT pragmatic fine-tune,phobert_pragmatic_finetune,20260521,vipragsent_test,sarcasm,0.17951080867705496,0.20808216924962855,10,False,runs/phobert_pragmatic_finetune/20260521/predictions.jsonl,856611652FF4B2B031FA90B49D511ACCFBE1847576384EF12777FE67192F6F56,fixture,fixture
phobert_pragmatic_finetune,PhoBERT pragmatic fine-tune,phobert_pragmatic_finetune,20260521,vipragsent_test,irony,0.2244124903164755,0.20808216924962855,10,False,runs/phobert_pragmatic_finetune/20260521/predictions.jsonl,856611652FF4B2B031FA90B49D511ACCFBE1847576384EF12777FE67192F6F56,fixture,fixture
phobert_pragmatic_finetune,PhoBERT pragmatic fine-tune,phobert_pragmatic_finetune,20260521,vipragsent_test,idiom_figurative,0.2248749396314451,0.20808216924962855,10,False,runs/phobert_pragmatic_finetune/20260521/predictions.jsonl,856611652FF4B2B031FA90B49D511ACCFBE1847576384EF12777FE67192F6F56,fixture,fixture
phobert_pragmatic_finetune,PhoBERT pragmatic fine-tune,phobert_pragmatic_finetune,20260521,vipragsent_test,code_switching,0.22758390075711654,0.20808216924962855,10,False,runs/phobert_pragmatic_finetune/20260521/predictions.jsonl,856611652FF4B2B031FA90B49D511ACCFBE1847576384EF12777FE67192F6F56,fixture,fixture
phobert_pragmatic_finetune,PhoBERT pragmatic fine-tune,phobert_pragmatic_finetune,20260521,vipragsent_test,mocking,0.22403988979410186,0.20808216924962855,10,False,runs/phobert_pragmatic_finetune/20260521/predictions.jsonl,856611652FF4B2B031FA90B49D511ACCFBE1847576384EF12777FE67192F6F56,fixture,fixture
phobert_pragmatic_finetune,PhoBERT pragmatic fine-tune,phobert_pragmatic_finetune,20260522,vipragsent_test,implicit_sentiment,0.18365809555332632,0.21058268773113623,10,False,runs/phobert_pragmatic_finetune/20260522/predictions.jsonl,F7200F55ED82D032D1130CD0FD86CFFF5F4C1D8B29D683ACA21099EEE1B41DDE,fixture,fixture
phobert_pragmatic_finetune,PhoBERT pragmatic fine-tune,phobert_pragmatic_finetune,20260522,vipragsent_test,sarcasm,0.16799460362777455,0.21058268773113623,10,False,runs/phobert_pragmatic_finetune/20260522/predictions.jsonl,F7200F55ED82D032D1130CD0FD86CFFF5F4C1D8B29D683ACA21099EEE1B41DDE,fixture,fixture
phobert_pragmatic_finetune,PhoBERT pragmatic fine-tune,phobert_pragmatic_finetune,20260522,vipragsent_test,irony,0.23780385861880854,0.21058268773113623,10,False,runs/phobert_pragmatic_finetune/20260522/predictions.jsonl,F7200F55ED82D032D1130CD0FD86CFFF5F4C1D8B29D683ACA21099EEE1B41DDE,fixture,fixture
phobert_pragmatic_finetune,PhoBERT pragmatic fine-tune,phobert_pragmatic_finetune,20260522,vipragsent_test,idiom_figurative,0.20027473662926668,0.21058268773113623,10,False,runs/phobert_pragmatic_finetune/20260522/predictions.jsonl,F7200F55ED82D032D1130CD0FD86CFFF5F4C1D8B29D683ACA21099EEE1B41DDE,fixture,fixture
phobert_pragmatic_finetune,PhoBERT pragmatic fine-tune,phobert_pragmatic_finetune,20260522,vipragsent_test,code_switching,0.2551954314329314,0.21058268773113623,10,False,runs/phobert_pragmatic_finetune/20260522/predictions.jsonl,F7200F55ED82D032D1130CD0FD86CFFF5F4C1D8B29D683ACA21099EEE1B41DDE,fixture,fixture
phobert_pragmatic_finetune,PhoBERT pragmatic fine-tune,phobert_pragmatic_finetune,20260522,vipragsent_test,mocking,0.21856940052471016,0.21058268773113623,10,False,runs/phobert_pragmatic_finetune/20260522/predictions.jsonl,F7200F55ED82D032D1130CD0FD86CFFF5F4C1D8B29D683ACA21099EEE1B41DDE,fixture,fixture
phobert_pragmatic_finetune,PhoBERT pragmatic fine-tune,phobert_pragmatic_finetune,20260523,vipragsent_test,implicit_sentiment,0.18178771980583117,0.2047832003370795,10,False,runs/phobert_pragmatic_finetune/20260523/predictions.jsonl,F63466D07ED5734AB53B35437A394A385CAA171B4EC1DFB1CDD4224C14C1CB9F,fixture,fixture
phobert_pragmatic_finetune,PhoBERT pragmatic fine-tune,phobert_pragmatic_finetune,20260523,vipragsent_test,sarcasm,0.19319861286289663,0.2047832003370795,10,False,runs/phobert_pragmatic_finetune/20260523/predictions.jsonl,F63466D07ED5734AB53B35437A394A385CAA171B4EC1DFB1CDD4224C14C1CB9F,fixture,fixture
phobert_pragmatic_finetune,PhoBERT pragmatic fine-tune,phobert_pragmatic_finetune,20260523,vipragsent_test,irony,0.2521534548511078,0.2047832003370795,10,False,runs/phobert_pragmatic_finetune/20260523/predictions.jsonl,F63466D07ED5734AB53B35437A394A385CAA171B4EC1DFB1CDD4224C14C1CB9F,fixture,fixture
phobert_pragmatic_finetune,PhoBERT pragmatic fine-tune,phobert_pragmatic_finetune,20260523,vipragsent_test,idiom_figurative,0.22621332205902056,0.2047832003370795,10,False,runs/phobert_pragmatic_finetune/20260523/predictions.jsonl,F63466D07ED5734AB53B35437A394A385CAA171B4EC1DFB1CDD4224C14C1CB9F,fixture,fixture
phobert_pragmatic_finetune,PhoBERT pragmatic fine-tune,phobert_pragmatic_finetune,20260523,vipragsent_test,code_switching,0.15332450184797766,0.2047832003370795,10,False,runs/phobert_pragmatic_finetune/20260523/predictions.jsonl,F63466D07ED5734AB53B35437A394A385CAA171B4EC1DFB1CDD4224C14C1CB9F,fixture,fixture
phobert_pragmatic_finetune,PhoBERT pragmatic fine-tune,phobert_pragmatic_finetune,20260523,vipragsent_test,mocking,0.2220215905956431,0.2047832003370795,10,False,runs/phobert_pragmatic_finetune/20260523/predictions.jsonl,F63466D07ED5734AB53B35437A394A385CAA171B4EC1DFB1CDD4224C14C1CB9F,fixture,fixture
vistral_pragmatic_sft,Vistral-7B pragmatic SFT,vistral_pragmatic_sft,20260521,vipragsent_test,implicit_sentiment,0.1393315713317298,0.20919705677840716,10,False,runs/vistral_pragmatic_sft/20260521/predictions.jsonl,9CC1D399BDE09DF6100ED44F860051DFA802BAEEEDE45E1AFEDE0704CD6F795C,fixture,fixture
vistral_pragmatic_sft,Vistral-7B pragmatic SFT,vistral_pragmatic_sft,20260521,vipragsent_test,sarcasm,0.23971353114025779,0.20919705677840716,10,False,runs/vistral_pragmatic_sft/20260521/predictions.jsonl,9CC1D399BDE09DF6100ED44F860051DFA802BAEEEDE45E1AFEDE0704CD6F795C,fixture,fixture
vistral_pragmatic_sft,Vistral-7B pragmatic SFT,vistral_pragmatic_sft,20260521,vipragsent_test,irony,0.2274879364969165,0.20919705677840716,10,False,runs/vistral_pragmatic_sft/20260521/predictions.jsonl,9CC1D399BDE09DF6100ED44F860051DFA802BAEEEDE45E1AFEDE0704CD6F795C,fixture,fixture
